id	segment_id	bass	intervals	onbeat	offbeat	labels	next	next_bass	next_label
178	24	C	('M3',)	('M3',)	()	M3			
179	1	B	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('m7',)	dominant65	(179, 2)	C	major
179	2	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(179, 3)	G	dominant7
179	3	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('m7',)	dominant7	(179, 4)	C	major
179	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(179, 5)	B	dominant65
179	5	B	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('m7',)	dominant65	(179, 6)	C	major
179	6	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(179, 7)	G	dominant7
179	7	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5',)	dominant7	(179, 8)	C	major
179	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(179, 9)	F#	dominant65
179	9	F#	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('m7',)	dominant65	(179, 10)	G	major
179	10	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(179, 11)	F#	dominant65
179	11	F#	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('m7',)	dominant65	(179, 12)	G	major
179	12	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(179, 13)	G	dominant7
179	13	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(179, 14)	G	major
179	14	G	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(179, 15)	G	dominant7
179	15	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M6',)	dominant7	(179, 16)	C	major
179	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
180	1	C	('A2', 'M3', 'A4', 'P5', 'M6')	('A2', 'M3', 'A4', 'P5')	('M6',)	diminished2	(180, 2)	C	diminished2
180	2	C	('A2', 'M3', 'A4', 'P5', 'M6')	('A2', 'M3', 'A4', 'P5')	('M6',)	diminished2	(180, 3)	C	diminished2
180	3	C	('A2', 'M3', 'A4', 'P5', 'M6')	('A2', 'M3', 'A4', 'P5')	('M6',)	diminished2	(180, 4)	C	diminished2
180	4	C	('A2', 'M3', 'A4', 'P5', 'M6')	('A2', 'M3', 'A4', 'P5')	('M6',)	diminished2	(180, 5)	A	dominant2
180	5	A	('M2', 'm3', 'A4', 'P5', 'm6')	('M2', 'm3', 'A4', 'P5', 'm6')	('m6',)	dominant2	(180, 6)	A	dominant2
180	6	A	('M2', 'm3', 'A4', 'P5', 'm6')	('M2', 'm3', 'A4', 'P5', 'm6')	('m6',)	dominant2	(180, 7)	D	major
180	7	D	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(180, 8)	G	major
180	8	G	('M3', 'P5')	('M3', 'P5')	()	major	(180, 9)	D	major
180	9	D	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(180, 10)	G	major
180	10	G	('M3', 'P5')	('M3', 'P5')	()	major	(180, 11)	G	dominant7
180	11	G	('M3', 'A4', 'P5', 'M6', 'm7')	('M3', 'A4', 'P5', 'M6', 'm7')	('M3',)	dominant7	(180, 12)	G	dominant7
180	12	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(180, 13)	C	major
180	13	C	('A2', 'M3', 'P4', 'P5', 'M7')	('A2', 'M3', 'P5', 'M7')	('P4', 'P5')	major	(180, 14)	C	major
180	14	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(180, 15)	G	dominant7
180	15	G	('M3', 'A4', 'P5', 'M6', 'm7')	('M3', 'A4', 'P5', 'M6', 'm7')	('M3',)	dominant7	(180, 16)	G	dominant7
180	16	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(180, 17)	C	major
180	17	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5', 'M7')	()	major	(180, 18)	C	major
180	18	C	('M3', 'P5')	('M3', 'P5')	()	major			
181	1	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('m3',)	dominant43	(181, 2)	G	major
181	2	G	('M2', 'M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M2', 'P4')	major	(181, 3)	G	dominant7
181	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(181, 4)	C	major
181	4	C	('A2', 'M3', 'P4', 'P5')	('A2', 'M3', 'P4', 'P5')	('M3',)	major	(181, 5)	A	dominant43
181	5	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('m3',)	dominant43	(181, 6)	G	dominant7
181	6	G	('M3', 'P4', 'M6', 'm7')	('M3', 'P4', 'M6')	('P4', 'm7')	dominant7	(181, 7)	G	dominant7
181	7	G	('M3', 'm7')	('M3', 'm7')	()	dominant7	(181, 8)	C	major
181	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(181, 9)	Eb	dominant7
181	9	Eb	('M3', 'm7')	('M3', 'm7')	('M3',)	dominant7	(181, 10)	Ab	major
181	10	Ab	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M6',)	major	(181, 11)	Eb	dominant7
181	11	Eb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(181, 12)	Ab	major
181	12	Ab	('A2', 'M3', 'P4', 'P5')	('A2', 'M3', 'P4', 'P5')	('M3',)	major	(181, 13)	Eb	dominant7
181	13	Eb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3',)	dominant7	(181, 14)	Ab	major
181	14	Ab	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M6',)	major	(181, 15)	Eb	dominant7
181	15	Eb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(181, 16)	Ab	major
181	16	Ab	('A2', 'M3', 'P4', 'P5')	('A2', 'M3', 'P4', 'P5')	('M3',)	major	(181, 17)	A	dominant43
181	17	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('m3',)	dominant43	(181, 18)	G	major
181	18	G	('M2', 'M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M2', 'P4')	major	(181, 19)	G	dominant7
181	19	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(181, 20)	C	major
181	20	C	('A2', 'M3', 'P4', 'P5')	('A2', 'M3', 'P4', 'P5')	('M3',)	major	(181, 21)	A	dominant43
181	21	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	('m3',)	dominant43	(181, 22)	G	dominant7
181	22	G	('M3', 'P4', 'M6', 'm7')	('M3', 'P4', 'M6')	('P4', 'm7')	dominant7	(181, 23)	G	dominant7
181	23	G	('M3', 'm7')	('M3', 'm7')	()	dominant7	(181, 24)	C	major
181	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
182	1	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'P5')	major	(182, 2)	G	dominant7
182	2	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 3)	C	major
182	3	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M3', 'P5', 'M6')	major	(182, 4)	G	dominant7
182	4	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(182, 5)	C	major
182	5	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'P5')	major	(182, 6)	G	dominant7
182	6	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 7)	C	major
182	7	C	('M2', 'M3', 'P4', 'P5', 'M7')	('M2', 'M3', 'P4', 'P5', 'M7')	('M3', 'P5')	major	(182, 8)	C	major
182	8	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(182, 9)	C	major
182	9	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'P5')	major	(182, 10)	G	dominant7
182	10	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 11)	C	major
182	11	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M3', 'P5', 'M6')	major	(182, 12)	G	dominant7
182	12	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(182, 13)	C	minor
182	13	C	('m3', 'P5', 'm6')	('m3', 'P5', 'm6')	('m3', 'P5')	minor	(182, 14)	Bb	major64
182	14	Bb	('P4', 'A4', 'M6', 'm7')	('P4', 'A4', 'M6', 'm7')	('A4', 'M6')	major64	(182, 15)	Bb	dominant7
182	15	Bb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3',)	dominant7	(182, 16)	Eb	major
182	16	Eb	('M3', 'P5')	('M3', 'P5')	()	major	(182, 17)	Bb	dominant7
182	17	Bb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 18)	Eb	major
182	18	Eb	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(182, 19)	Bb	dominant7
182	19	Bb	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 20)	Eb	major
182	20	Eb	('M3', 'P5')	('M3', 'P5')	()	major	(182, 21)	Bb	dominant7
182	21	Bb	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 22)	Eb	major
182	22	Eb	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(182, 23)	Bb	dominant7
182	23	Bb	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 24)	Eb	major
182	24	Eb	('M3', 'P5')	('M3', 'P5')	()	major	(182, 25)	G	dominant7
182	25	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 26)	C	major
182	26	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(182, 27)	G	dominant7
182	27	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 28)	C	major
182	28	C	('M3', 'P5')	('M3', 'P5')	()	major	(182, 29)	G	dominant7
182	29	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 30)	C	major
182	30	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(182, 31)	G	dominant7
182	31	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'm7')	dominant7	(182, 32)	C	major
182	32	C	('M3', 'P5')	('M3', 'P5')	()	major			
183	1	C	('M3', 'P5')	('M3', 'P5')	()	major	(183, 2)	C	major
183	2	C	('M3', 'P5')	('M3', 'P5')	()	major	(183, 3)	C	dominant2
183	3	C	('M2', 'M3', 'P4', 'A4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P4', 'A4', 'P5', 'M6', 'M7')	('P4', 'P5')	dominant2	(183, 4)	G	dominant7
183	4	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(183, 5)	G	dominant7
183	5	G	('M3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M6', 'M7')	dominant7	(183, 6)	C	major
183	6	C	('M3', 'P5')	('M3', 'P5')	()	major	(183, 7)	C	major
183	7	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'P5')	major	(183, 8)	C	major
183	8	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'P5')	major	(183, 9)	G	dominant7
183	9	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5', 'M6', 'm7')	dominant7	(183, 10)	C	major
183	10	C	('M3', 'P5')	('M3', 'P5')	()	major	(183, 11)	Ab	major
183	11	Ab	('M3', 'A4', 'P5', 'A6')	('M3', 'P5', 'A6')	('A4',)	major	(183, 12)	Ab	major
183	12	Ab	('M3', 'A4', 'P5', 'A6')	('M3', 'P5', 'A6')	('A4',)	major	(183, 13)	G	major64
183	13	G	('P4', 'P5', 'M6')	('P4', 'M6')	('P5',)	major64	(183, 14)	G	major64
183	14	G	('P4', 'P5', 'M6')	('P4', 'M6')	('P5',)	major64	(183, 15)	F#	dominant65
183	15	F#	('m3', 'P4', 'D5', 'm6')	('P4', 'D5', 'm6')	('m3', 'm6')	dominant65	(183, 16)	G	major64
183	16	G	('P4', 'M6', 'm7')	('P4', 'M6', 'm7')	('P4', 'M6')	major64	(183, 17)	G	dominant7
183	17	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5',)	dominant7	(183, 18)	C	major
183	18	C	('M3', 'P5')	('M3', 'P5')	()	major			
184	1	C	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	major	(184, 2)	G	dominant7
184	2	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(184, 3)	G	P5
184	3	G	('P5', 'm7', 'M7')	('P5', 'M7', 'm7')	('m7', 'M7')	P5	(184, 4)	C	major
184	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(184, 5)	C	major
184	5	C	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	major	(184, 6)	G	dominant7
184	6	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'm7')	('P4', 'M6')	dominant7	(184, 7)	G	dominant7
184	7	G	('M2', 'M3', 'P4', 'P5', 'm7', 'M7')	('M3', 'P5')	('M2', 'P4', 'P5', 'm7', 'M7')	dominant7	(184, 8)	C	major
184	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(184, 9)	Ab	major
184	9	Ab	('A2', 'M3', 'P5')	('M3', 'P5')	('A2',)	major	(184, 10)	Eb	major
184	10	Eb	('M3', 'P5')	('M3', 'P5')	()	major	(184, 11)	F	minor
184	11	F	('M2', 'm3', 'P5')	('m3', 'P5')	('M2',)	minor	(184, 12)	C	major
184	12	C	('M3', 'P5')	('M3', 'P5')	()	major	(184, 13)	G	dominant7
184	13	G	('M3', 'P5', 'M6', 'm7', 'M7')	('M3', 'M6', 'm7')	('P5', 'm7', 'M7')	dominant7	(184, 14)	C	major
184	14	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(184, 15)	G	dominant7
184	15	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(184, 16)	C	major
184	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
185	1	C	('A2', 'M3', 'A4', 'P5')	('M3', 'P5')	('A2', 'A4')	major	(185, 2)	C	major
185	2	C	('M3', 'P5')	('M3', 'P5')	()	major	(185, 3)	B	dominant65
185	3	B	('P4', 'D5', 'm6', 'D7')	('D5', 'm6')	('P4', 'D7')	dominant65	(185, 4)	B	dominant65
185	4	B	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	()	dominant65	(185, 5)	D#	diminished7
185	5	D#	('m2', 'm3', 'D4', 'D7')	('m2', 'D4', 'D7')	('m3',)	diminished7	(185, 6)	F	major
185	6	F	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5', 'M7')	()	major	(185, 7)	F#	dominant65
185	7	F#	('D1', 'm2', 'm3', 'D5', 'm6', 'm7')	('D1', 'm2', 'm3', 'D5', 'm6', 'm7')	()	dominant65	(185, 8)	G	major
185	8	G	('M3', 'P5')	('M3', 'P5')	()	major	(185, 9)	C	major
185	9	C	('m3', 'M3', 'A4', 'P5')	('m3', 'M3', 'P5')	('A4',)	major	(185, 10)	Eb	major
185	10	Eb	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(185, 11)	C	minor
185	11	C	('m3', 'P4', 'P5', 'm6')	('m3', 'P4', 'P5', 'm6')	('P5',)	minor	(185, 12)	D	major
185	12	D	('M3', 'P5')	('M3', 'P5')	()	major	(185, 13)	Eb	diminished2
185	13	Eb	('A2', 'P4', 'A4', 'A5', 'M6')	('A2', 'P4', 'A4', 'M6')	('A5',)	diminished2	(185, 14)	E	minor7
185	14	E	('m2', 'm3', 'P4', 'm6', 'm7')	('m2', 'm3', 'P4', 'm6', 'm7')	()	minor7	(185, 15)	G	dominant7
185	15	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'P5', 'm7')	dominant7	(185, 16)	C	M3
185	16	C	('M3',)	('M3',)	()	M3			
186	1	C	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	('M3',)	major	(186, 2)	F	major
186	2	F	('M3', 'P5')	('M3', 'P5')	()	major	(186, 3)	B	diminished
186	3	B	('m2', 'm3', 'P4', 'D5')	('m2', 'm3', 'P4', 'D5')	('m3',)	diminished	(186, 4)	E	minor
186	4	E	('m3', 'P5')	('m3', 'P5')	()	minor	(186, 5)	C	major
186	5	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('M6',)	major	(186, 6)	C	major
186	6	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	('M3', 'P5')	major	(186, 7)	G	dominant7
186	7	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5')	dominant7	(186, 8)	C	major
186	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(186, 9)	G	major
186	9	G	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M6',)	major	(186, 10)	F#	dominant65
186	10	F#	('m3', 'D5', 'm6', 'm7')	('m3', 'D5', 'm6', 'm7')	('D5', 'm6')	dominant65	(186, 11)	G	major
186	11	G	('M3', 'P4', 'P5')	('M3', 'P4', 'P5')	('M3',)	major	(186, 12)	D	dominant7
186	12	D	('M3', 'A4', 'P5', 'M6', 'm7')	('M3', 'A4', 'M6', 'm7')	('P5',)	dominant7	(186, 13)	G	major
186	13	G	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M6',)	major	(186, 14)	F#	dominant65
186	14	F#	('m3', 'P4', 'D5', 'm6')	('m3', 'D5', 'm6')	('P4',)	dominant65	(186, 15)	D	dominant7
186	15	D	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'M6', 'm7')	('P5', 'M6')	dominant7	(186, 16)	G	suspension
186	16	G	('M2', 'M3', 'M7')	('M2', 'M3', 'M7')	('M2',)	suspension			
187	1	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(187, 2)	B	dominant65
187	2	B	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	()	dominant65	(187, 3)	G	dominant7
187	3	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	()	dominant7	(187, 4)	C	major
187	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(187, 5)	C	major
187	5	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(187, 6)	B	dominant65
187	6	B	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	()	dominant65	(187, 7)	G	dominant7
187	7	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'P4', 'P5', 'm7')	('M3', 'P5')	dominant7	(187, 8)	C	major
187	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(187, 9)	A	minor
187	9	A	('M2', 'm3', 'P5')	('m3', 'P5')	('M2', 'P5')	minor	(187, 10)	E	major
187	10	E	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(187, 11)	C#	diminished7
187	11	C#	('m3', 'D5', 'D7')	('m3', 'D5', 'D7')	('D5',)	diminished7	(187, 12)	D	major
187	12	D	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(187, 13)	B	dominant65
187	13	B	('m3', 'D5', 'm6')	('m3', 'D5', 'm6')	('D5', 'm6')	dominant65	(187, 14)	C	major
187	14	C	('M2', 'M3', 'P5', 'M6')	('M2', 'M3', 'P5')	('M3', 'M6')	major	(187, 15)	D	dominant43
187	15	D	('m3', 'P4', 'M6', 'm7')	('m3', 'P4', 'M6', 'm7')	('m3', 'P4', 'm7')	dominant43	(187, 16)	C	major
187	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
188	1	A	('M2', 'P4', 'm6')	('M2', 'P4', 'm6')	()	minor64	(188, 2)	A	minor
188	2	A	('m3', 'P5')	('m3', 'P5')	()	minor	(188, 3)	A	minor64
188	3	A	('M2', 'P4', 'm6')	('M2', 'P4', 'm6')	()	minor64	(188, 4)	A	minor
188	4	A	('m3', 'P5')	('m3', 'P5')	()	minor	(188, 5)	A	major6
188	5	A	('M2', 'm3', 'P4', 'm6')	('M2', 'm3', 'P4', 'm6')	()	major6	(188, 6)	C	major
188	6	C	('M3', 'P4', 'P5', 'M6')	('M3', 'P4', 'P5', 'M6')	()	major	(188, 7)	G	dominant7
188	7	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(188, 8)	C	major
188	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(188, 9)	C	minor64
188	9	C	('M2', 'M3', 'P4', 'm6', 'M7')	('M2', 'M3', 'P4', 'm6', 'M7')	()	minor64	(188, 10)	C	major
188	10	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(188, 11)	A	major6
188	11	A	('M2', 'm3', 'P4', 'm6', 'M7')	('M2', 'm3', 'P4', 'm6', 'M7')	()	major6	(188, 12)	A	minor
188	12	A	('M2', 'm3', 'P5')	('M2', 'm3', 'P5')	()	minor	(188, 13)	F	major
188	13	F	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(188, 14)	E	minor64
188	14	E	('m2', 'P4', 'm6', 'm7')	('m2', 'P4', 'm6', 'm7')	()	minor64	(188, 15)	E	major
188	15	E	('M3', 'P4', 'P5')	('M3', 'P4', 'P5')	('M3',)	major	(188, 16)	A	minor
188	16	A	('m3', 'P5')	('m3', 'P5')	()	minor			
189	1	E	('m2', 'M3', 'P5', 'm7')	('m2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(189, 2)	E	minor64
189	2	E	('P4', 'm6')	('P4', 'm6')	()	minor64	(189, 3)	E	dominant7
189	3	E	('m2', 'M3', 'P5', 'm7')	('m2', 'M3', 'P5', 'm7')	('P5',)	dominant7	(189, 4)	E	minor64
189	4	E	('P4', 'm6')	('P4', 'm6')	()	minor64	(189, 5)	E	dominant7
189	5	E	('m2', 'M3', 'P5', 'm7')	('m2', 'M3', 'P5', 'm7')	('M3',)	dominant7	(189, 6)	C	minor6
189	6	C	('M3', 'M6')	('M3', 'M6')	('M3',)	minor6	(189, 7)	D	dominant2
189	7	D	('M2', 'm3', 'A4', 'P5', 'M6', 'm7')	('M2', 'm3', 'A4', 'P5', 'M6', 'm7')	('M6', 'm7')	dominant2	(189, 8)	A	minor
189	8	A	('m3', 'P5')	('m3',)	('P5',)	minor	(189, 9)	F	minor6
189	9	F	('M3', 'M6', 'M7')	('M3', 'M6', 'M7')	('M6', 'M7')	minor6	(189, 10)	E	minor64
189	10	E	('P4', 'm6', 'm7')	('P4', 'm6', 'm7')	('m6', 'm7')	minor64	(189, 11)	D	dominant43
189	11	D	('m3', 'P5', 'M6', 'm7')	('m3', 'P5', 'M6', 'm7')	('m3', 'M6')	dominant43	(189, 12)	C	minor6
189	12	C	('A1', 'M3', 'M6')	('A1', 'M3', 'M6')	('M3',)	minor6	(189, 13)	F#	minor7
189	13	F#	('m3', 'm6', 'm7')	('m3', 'm6', 'm7')	('m6', 'm7')	minor7	(189, 14)	E	major64
189	14	E	('P4', 'M6', 'm7')	('P4', 'M6', 'm7')	('M6', 'm7')	major64	(189, 15)	E	dominant7
189	15	E	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('M2', 'P5', 'm7')	dominant7	(189, 16)	A	M3
189	16	A	('M3',)	('M3',)	()	M3			
190	1	D	('m3', 'P5', 'M6')	('m3', 'P5', 'M6')	()	dominant43	(190, 2)	E	major
190	2	E	('M3', 'P5')	('M3', 'P5')	()	major	(190, 3)	A	minor
190	3	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5', 'M7')	('m3',)	minor	(190, 4)	C	major
190	4	C	('M3', 'A5', 'P5', 'M7')	('M3', 'A5', 'P5', 'M7')	()	major	(190, 5)	D	dominant43
190	5	D	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	()	dominant43	(190, 6)	E	dominant43
190	6	E	('m3', 'D5', 'M6')	('m3', 'D5', 'M6')	()	dominant43	(190, 7)	D	dominant43
190	7	D	('M2', 'm3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M2', 'm3', 'P4', 'P5', 'm7', 'M7')	('M6',)	dominant43	(190, 8)	C	major
190	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(190, 9)	F	major
190	9	F	('M3', 'P5')	('M3', 'P5')	()	major	(190, 10)	Bb	major
190	10	Bb	('M3', 'P5')	('M3', 'P5')	()	major	(190, 11)	G	dominant7
190	11	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'P5')	dominant7	(190, 12)	C	major
190	12	C	('M3', 'P5')	('M3', 'P5')	()	major	(190, 13)	F	major
190	13	F	('M3', 'P5')	('M3', 'P5')	()	major	(190, 14)	Bb	major
190	14	Bb	('M3', 'P5')	('M3', 'P5')	()	major	(190, 15)	E	dominant7
190	15	E	('M3', 'P4', 'P5', 'm6', 'm7')	('M3', 'P4', 'P5', 'm7')	('M3', 'P4', 'm6')	dominant7	(190, 16)	A	minor
190	16	A	('m3', 'P5')	('m3', 'P5')	()	minor			
191	1	F	('M3', 'A4', 'P5', 'M6')	('M3', 'A4', 'P5')	('A4', 'P5', 'M6')	major	(191, 2)	C	major
191	2	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(191, 3)	G	dominant7
191	3	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'm7')	dominant7	(191, 4)	C	major
191	4	C	('M3', 'P5')	('M3', 'P5')	()	major	(191, 5)	D	dominant43
191	5	D	('m3', 'P5', 'M6', 'm7')	('m3', 'P5', 'M6', 'm7')	('M6', 'm7')	dominant43	(191, 6)	C	major
191	6	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(191, 7)	G	dominant7
191	7	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(191, 8)	C	major
191	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(191, 9)	D	dominant7
191	9	D	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5', 'M6', 'm7')	dominant7	(191, 10)	G	major
191	10	G	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	()	major	(191, 11)	D	dominant7
191	11	D	('M3', 'P5', 'm7', 'M7')	('M3', 'P5', 'm7', 'M7')	()	dominant7	(191, 12)	G	major
