id	segment_id	bass	intervals	onbeat	offbeat	labels	next	next_bass	next_label
191	12	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'P5')	major	(191, 13)	D	dominant7
191	13	D	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('P5', 'M6', 'm7')	dominant7	(191, 14)	G	major
191	14	G	('M3', 'A4', 'P5')	('M3', 'A4', 'P5')	()	major	(191, 15)	D	dominant7
191	15	D	('M3', 'P5', 'm7', 'M7')	('M3', 'P5', 'm7', 'M7')	()	dominant7	(191, 16)	C	major
191	16	C	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5', 'M7')	()	major	(191, 17)	F	major
191	17	F	('M3', 'A4', 'P5', 'M6')	('M3', 'A4', 'P5')	('A4', 'P5', 'M6')	major	(191, 18)	C	major
191	18	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(191, 19)	G	dominant7
191	19	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'm7')	dominant7	(191, 20)	C	major
191	20	C	('M3', 'P5')	('M3', 'P5')	()	major	(191, 21)	D	dominant43
191	21	D	('m3', 'P5', 'M6', 'm7')	('m3', 'P5', 'M6', 'm7')	('M6', 'm7')	dominant43	(191, 22)	C	major
191	22	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M6',)	major	(191, 23)	G	dominant7
191	23	G	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(191, 24)	C	major
191	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
192	1	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(192, 2)	C	major
192	2	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(192, 3)	G	dominant7
192	3	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(192, 4)	C	major
192	4	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	('M3',)	major	(192, 5)	G	dominant7
192	5	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(192, 6)	C	major
192	6	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(192, 7)	G	dominant7
192	7	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M2', 'M6')	dominant7	(192, 8)	C	major
192	8	C	('M3', 'P5', 'M6', 'M7')	('M3', 'P5', 'M7')	('M6',)	major	(192, 9)	D	dominant7
192	9	D	('M2', 'M3', 'P4', 'm7')	('M2', 'M3', 'P4', 'm7')	('M3',)	dominant7	(192, 10)	G	major
192	10	G	('M2', 'M3', 'P5', 'M6')	('M2', 'M3', 'P5', 'M6')	()	major	(192, 11)	D	dominant7
192	11	D	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(192, 12)	G	dominant7
192	12	G	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6')	('P5', 'm7')	dominant7	(192, 13)	G	dominant7
192	13	G	('M2', 'M3', 'P4', 'm7')	('M2', 'M3', 'P4', 'm7')	('M3',)	dominant7	(192, 14)	C	major
192	14	C	('M2', 'M3', 'P5', 'M6')	('M2', 'M3', 'P5', 'M6')	()	major	(192, 15)	G	dominant7
192	15	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5')	dominant7	(192, 16)	C	major
192	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
193	1	E	('m3', 'm6')	('m3', 'm6')	('m3',)	major6	(193, 2)	E	major6
193	2	E	('m3', 'm6')	('m3', 'm6')	('m3',)	major6	(193, 3)	G	dominant7
193	3	G	('M3', 'P5', 'm7')	('M3', 'P5')	('m7',)	dominant7	(193, 4)	G	dominant7
193	4	G	('M3', 'P5', 'm7')	('M3', 'P5')	('m7',)	dominant7	(193, 5)	Bb	dominant2
193	5	Bb	('A1', 'M2', 'A4', 'M6')	('A1', 'M2', 'M6')	('A4', 'M6')	dominant2	(193, 6)	F	minor6
193	6	F	('M2', 'M3', 'A5', 'M6', 'M7')	('M2', 'M3', 'A5', 'M6')	('M3', 'M7')	minor6	(193, 7)	F	dominant2
193	7	F	('M2', 'M3', 'A4')	('M2', 'A4')	('M2', 'M3')	dominant2	(193, 8)	C	major
193	8	C	('M3', 'A5', 'P5', 'M6')	('M3', 'P5', 'M6')	('A5',)	major	(193, 9)	A	m3
193	9	A	('M2', 'm3')	('M2', 'm3')	('m3',)	m3	(193, 10)	D	minor7
193	10	D	('M2', 'm3', 'P5', 'm7')	('M2', 'm3')	('P5', 'm7')	minor7	(193, 11)	B	dominant43
193	11	B	('m3', 'P4', 'M6', 'm7')	('m3', 'P4')	('M6', 'm7')	dominant43	(193, 12)	G#	ambiguous
193	12	G#	('m2', 'D4', 'm6')	('m2', 'D4')	('m2', 'D4', 'm6')	ambiguous	(193, 13)	A	m3
193	13	A	('M2', 'm3')	('M2', 'm3')	('m3',)	m3	(193, 14)	D	minor7
193	14	D	('M2', 'm3', 'P5', 'm7')	('M2', 'm3')	('P5', 'm7')	minor7	(193, 15)	G	dominant7
193	15	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(193, 16)	C	major
193	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
194	1	C	('M2', 'm3', 'P5', 'm7')	('M2', 'm3', 'P5', 'm7')	('m3', 'P5')	minor7	(194, 2)	Ab	major
194	2	Ab	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	major	(194, 3)	F	dominant43
194	3	F	('m3', 'P5', 'M6')	('m3', 'P5', 'M6')	('m3', 'P5', 'M6')	dominant43	(194, 4)	G	major
194	4	G	('M3', 'P5')	('M3', 'P5')	()	major	(194, 5)	G	dominant7
194	5	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('P5',)	dominant7	(194, 6)	C	major
194	6	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(194, 7)	G	dominant7
194	7	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'm7')	('M6', 'm7')	dominant7	(194, 8)	C	major
194	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(194, 9)	C	major
194	9	C	('M2', 'M3', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5')	('M6', 'M7')	major	(194, 10)	B	major6
194	10	B	('m3', 'm6')	('m3', 'm6')	()	major6	(194, 11)	A	dominant43
194	11	A	('m3', 'P4', 'M6')	('m3', 'P4', 'M6')	()	dominant43	(194, 12)	G	major
194	12	G	('M3', 'P5')	('M3', 'P5')	()	major	(194, 13)	E	major
194	13	E	('M3', 'P4', 'P5', 'm6')	('P4', 'P5', 'm6')	('M3', 'm6')	major	(194, 14)	F	major
194	14	F	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(194, 15)	G	dominant7
194	15	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'm7')	('M2', 'M6', 'm7')	dominant7	(194, 16)	C	major
194	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
195	1	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'P4', 'P5', 'M7')	('m3',)	minor	(195, 2)	A	minor
195	2	A	('M2', 'm3', 'P4', 'P5')	('M2', 'm3', 'P4', 'P5')	()	minor	(195, 3)	A	minor
195	3	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'P4', 'P5', 'M7')	('m3', 'P5')	minor	(195, 4)	A	minor
195	4	A	('M2', 'm3', 'P4', 'P5')	('M2', 'm3', 'P4', 'P5')	()	minor	(195, 5)	C	minor6
195	5	C	('M2', 'M3', 'M6', 'M7')	('M2', 'M3', 'M6', 'M7')	('M6',)	minor6	(195, 6)	D	minor
195	6	D	('M2', 'm3', 'P4', 'P5')	('M2', 'm3', 'P4', 'P5')	('m3',)	minor	(195, 7)	D#	dominant65
195	7	D#	('m3', 'D5', 'm6', 'D7')	('m3', 'D5', 'm6')	('D7',)	dominant65	(195, 8)	E	major
195	8	E	('M3', 'P5')	('M3', 'P5')	()	major	(195, 9)	E	dominant7
195	9	E	('m2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m2', 'P5')	dominant7	(195, 10)	A	minor
195	10	A	('m3', 'P5', 'm6')	('m3', 'P5')	('m3', 'm6')	minor	(195, 11)	E	dominant7
195	11	E	('m2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m2', 'P5')	dominant7	(195, 12)	A	minor
195	12	A	('m3', 'P5', 'm6')	('m3', 'P5')	('m3', 'm6')	minor	(195, 13)	C	minor6
195	13	C	('M3', 'M6')	('M3', 'M6')	('M3', 'M6')	minor6	(195, 14)	B	minor7
195	14	B	('m3', 'D5', 'm7')	('m3', 'D5', 'm7')	()	minor7	(195, 15)	E	unison
195	15	E	()	()	()	unison	(195, 16)	A	unison
195	16	A	()	()	()	unison			
196	1	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 2)	G	dominant7
196	2	G	('M3', 'A4', 'P5', 'm7')	('M3', 'P5', 'm7')	('A4',)	dominant7	(196, 3)	G	dominant7
196	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(196, 4)	C	major
196	4	C	('M3', 'P5', 'M7')	('M3', 'P5')	('M7',)	major	(196, 5)	C	major
196	5	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 6)	G	dominant7
196	6	G	('M3', 'A4', 'P5', 'm7')	('M3', 'P5', 'm7')	('A4',)	dominant7	(196, 7)	G	dominant7
196	7	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7', 'M7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M7',)	dominant7	(196, 8)	C	major
196	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(196, 9)	A	minor
196	9	A	('m3', 'P5')	('m3', 'P5')	('P5',)	minor	(196, 10)	E	major
196	10	E	('M3', 'P5', 'M7')	('M3', 'P5')	('M7',)	major	(196, 11)	C	major
196	11	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 12)	G	major
196	12	G	('M3', 'P5', 'M7')	('M3', 'P5')	('M7',)	major	(196, 13)	F	major
196	13	F	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 14)	C	major
196	14	C	('M3', 'P5', 'M7')	('M3', 'P5')	('M7',)	major	(196, 15)	G	dominant7
196	15	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'M6')	('M2', 'P5', 'm7')	dominant7	(196, 16)	C	major
196	16	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 17)	C	major
196	17	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 18)	G	dominant7
196	18	G	('M3', 'A4', 'P5', 'm7')	('M3', 'P5', 'm7')	('A4',)	dominant7	(196, 19)	G	dominant7
196	19	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(196, 20)	C	major
196	20	C	('M3', 'P5', 'M7')	('M3', 'P5')	('M7',)	major	(196, 21)	C	major
196	21	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(196, 22)	G	dominant7
196	22	G	('M3', 'A4', 'P5', 'm7')	('M3', 'P5', 'm7')	('A4',)	dominant7	(196, 23)	G	dominant7
196	23	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(196, 24)	C	major
196	24	C	('M3', 'P5')	('M3', 'P5')	()	major			
197	1	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P5')	('m3', 'P4', 'm6')	minor	(197, 2)	E	dominant7
197	2	E	('M3', 'm7')	('M3', 'm7')	()	dominant7	(197, 3)	E	dominant7
197	3	E	('m2', 'M3', 'P4', 'P5', 'm7')	('m2', 'M3', 'P5', 'm7')	('M3', 'P4', 'P5')	dominant7	(197, 4)	A	minor
197	4	A	('m3', 'P5')	('m3', 'P5')	()	minor	(197, 5)	A	minor
197	5	A	('M2', 'm3', 'P4', 'P5', 'm6')	('M2', 'm3', 'P5')	('m3', 'P4', 'm6')	minor	(197, 6)	G	major64
197	6	G	('P4', 'M6')	('P4', 'M6')	('P4',)	major64	(197, 7)	G	dominant7
197	7	G	('M2', 'M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('M2', 'm7')	dominant7	(197, 8)	C	major
197	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(197, 9)	G	dominant7
197	9	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'P4', 'P5')	dominant7	(197, 10)	C	major
197	10	C	('M3', 'P5')	('M3', 'P5')	()	major	(197, 11)	G	dominant7
197	11	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(197, 12)	C	major
197	12	C	('M2', 'M3', 'P5')	('M3', 'P5')	('M2', 'P5')	major	(197, 13)	G	dominant7
197	13	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	('M3', 'P4', 'P5')	dominant7	(197, 14)	C	major
197	14	C	('M3', 'P5')	('M3', 'P5')	()	major	(197, 15)	E	dominant7
197	15	E	('M3', 'P4', 'P5', 'm7')	('M3', 'P5', 'm7')	('P4',)	dominant7	(197, 16)	A	minor
197	16	A	('m3', 'P5')	('m3', 'P5')	()	minor			
198	1	A	('M2', 'm3', 'P5', 'M7')	('M2', 'm3', 'P5')	('M7',)	minor	(198, 2)	D	minor
198	2	D	('m3', 'P4', 'P5')	('m3', 'P4', 'P5')	()	minor	(198, 3)	D	minor
198	3	D	('M2', 'm3', 'P4', 'P5', 'M7')	('m3', 'P4', 'P5', 'M7')	('M2', 'm3')	minor	(198, 4)	G	major
198	4	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(198, 5)	G	dominant7
198	5	G	('M2', 'M3', 'A4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'M6', 'm7')	('A4', 'P5')	dominant7	(198, 6)	G	major64
198	6	G	('M2', 'P4', 'A5', 'M6', 'm7')	('M2', 'P4', 'M6', 'm7')	('A5', 'M6')	major64	(198, 7)	G	dominant7
198	7	G	('M2', 'M3', 'A4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'M6', 'm7')	('A4', 'P5')	dominant7	(198, 8)	C	major
198	8	C	('M2', 'M3', 'P5', 'M7')	('M3', 'P5')	('M2', 'M7')	major	(198, 9)	A	minor
198	9	A	('M2', 'm3', 'P4', 'P5', 'M7')	('M2', 'm3', 'P4', 'P5')	('M7',)	minor	(198, 10)	D	dominant7
198	10	D	('M2', 'M3', 'A4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P5', 'M6', 'm7')	('A4', 'P5')	dominant7	(198, 11)	G	major
198	11	G	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	('P5',)	major	(198, 12)	D	dominant7
198	12	D	('M3', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6')	('P5', 'm7')	dominant7	(198, 13)	G	major
198	13	G	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	('P5',)	major	(198, 14)	E	major
198	14	E	('M3', 'P4', 'P5', 'm6')	('M3', 'P4', 'P5', 'm6')	()	major	(198, 15)	E	dominant7
198	15	E	('M2', 'M3', 'P4', 'P5', 'm7')	('M2', 'M3', 'P4', 'P5', 'm7')	()	dominant7	(198, 16)	A	m3
198	16	A	('m3',)	('m3',)	()	m3			
199	1	G	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(199, 2)	C	major
199	2	C	('M2', 'M3', 'P5', 'm6')	('M2', 'M3', 'P5')	('m6',)	major	(199, 3)	G	dominant7
199	3	G	('m2', 'M3', 'P4', 'P5', 'm7')	('m2', 'M3', 'P4')	('P5', 'm7')	dominant7	(199, 4)	C	major
199	4	C	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	('M3',)	major	(199, 5)	G	dominant7
199	5	G	('M3', 'P5', 'M6', 'm7')	('M3', 'M6', 'm7')	('P5',)	dominant7	(199, 6)	C	major
199	6	C	('M2', 'M3', 'P5', 'm6')	('M2', 'M3', 'P5')	('m6',)	major	(199, 7)	G	dominant7
199	7	G	('m2', 'M3', 'P4', 'P5', 'm7')	('m2', 'M3', 'P4')	('P5', 'm7')	dominant7	(199, 8)	C	major
199	8	C	('M3', 'P5')	('M3', 'P5')	('M3',)	major	(199, 9)	D	dominant7
199	9	D	('M2', 'M3', 'P5', 'A5', 'm7')	('M2', 'M3', 'P5', 'm7')	('A5',)	dominant7	(199, 10)	G	major
199	10	G	('A1', 'M3', 'P5')	('M3', 'P5')	('A1', 'M3')	major	(199, 11)	D	dominant7
199	11	D	('M3', 'A5', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'A5')	dominant7	(199, 12)	G	major
199	12	G	('A1', 'M3', 'P5')	('M3', 'P5')	('A1',)	major	(199, 13)	G	dominant7
199	13	G	('M2', 'M3', 'P5', 'A5', 'm7')	('M2', 'M3', 'P5', 'm7')	('A5',)	dominant7	(199, 14)	C	major
199	14	C	('A1', 'M3', 'P5')	('M3', 'P5')	('A1', 'M3')	major	(199, 15)	G	dominant7
199	15	G	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('P5', 'm7')	dominant7	(199, 16)	C	major
199	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
200	1	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M2',)	dominant7	(200, 2)	C	major
200	2	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(200, 3)	D	dominant7
200	3	D	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('P4', 'm7')	dominant7	(200, 4)	G	major
200	4	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	('M3', 'P5')	major	(200, 5)	G	dominant7
200	5	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M2',)	dominant7	(200, 6)	C	major
200	6	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(200, 7)	D	dominant7
200	7	D	('M3', 'P4', 'P5', 'M6', 'm7')	('M3', 'P4', 'P5', 'M6', 'm7')	('P4',)	dominant7	(200, 8)	A	minor7
200	8	A	('M2', 'm3', 'P4', 'm6', 'm7')	('M2', 'm3', 'P4', 'm6', 'm7')	('m3',)	minor7	(200, 9)	A	minor7
200	9	A	('m2', 'm3', 'P5', 'm6', 'm7')	('m2', 'm3', 'P5', 'm6', 'm7')	('m3',)	minor7	(200, 10)	A	minor7
200	10	A	('m2', 'm3', 'P5', 'm6', 'm7')	('m2', 'm3', 'P5', 'm6', 'm7')	('m3',)	minor7	(200, 11)	F#	dominant43
200	11	F#	('m2', 'm3', 'D5', 'M6', 'm7')	('m2', 'm3', 'D5', 'M6', 'm7')	('D5',)	dominant43	(200, 12)	G	major
200	12	G	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(200, 13)	G	dominant7
200	13	G	('M2', 'M3', 'm7')	('M2', 'M3', 'm7')	('M2',)	dominant7	(200, 14)	C	major
200	14	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(200, 15)	G	dominant7
200	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('m7',)	dominant7	(200, 16)	C	M3
200	16	C	('M3',)	('M3',)	()	M3			
201	1	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(201, 2)	G	dominant7
201	2	G	('M2', 'M3', 'P5', 'm7', 'M7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M7')	dominant7	(201, 3)	G	major64
201	3	G	('P4', 'A4', 'A5', 'M6', 'm7')	('P4', 'M6', 'm7')	('A4', 'A5')	major64	(201, 4)	G	dominant7
201	4	G	('M3', 'A4', 'P5', 'M6', 'm7')	('M3', 'P5', 'M6', 'm7')	('A4', 'm7')	dominant7	(201, 5)	G	dominant7
201	5	G	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	('M2', 'M3', 'P4', 'P5', 'M6', 'm7')	()	dominant7	(201, 6)	G	dominant7
201	6	G	('M2', 'M3', 'P5', 'm7', 'M7')	('M2', 'M3', 'P5', 'm7')	('M2', 'M7')	dominant7	(201, 7)	G	dominant7
201	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('M3', 'M6')	dominant7	(201, 8)	C	major
201	8	C	('M2', 'M3', 'P5')	('M2', 'M3', 'P5')	()	major	(201, 9)	A	dominant43
201	9	A	('M2', 'm3', 'P4', 'M6', 'm7')	('M2', 'm3', 'P4', 'M6', 'm7')	('P4',)	dominant43	(201, 10)	G	major
201	10	G	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(201, 11)	D	dominant7
201	11	D	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(201, 12)	G	major
201	12	G	('M2', 'M3', 'P5', 'M7')	('M2', 'M3', 'P5')	('M3', 'M7')	major	(201, 13)	D	dominant43
201	13	D	('M2', 'm3', 'P4', 'M6', 'm7')	('M2', 'm3', 'P4', 'M6', 'm7')	('P4',)	dominant43	(201, 14)	C	major
201	14	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(201, 15)	G	dominant7
201	15	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(201, 16)	C	M3
201	16	C	('M3',)	('M3',)	()	M3			
202	1	G#	('m2', 'm3', 'D4', 'D5')	('m2', 'm3', 'D4', 'D5')	()	diminished	(202, 2)	G	major64
202	2	G	('M2', 'P4', 'M6', 'm7')	('P4', 'M6')	('M2', 'P4', 'm7')	major64	(202, 3)	G	dominant7
202	3	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(202, 4)	G	major64
202	4	G	('M2', 'P4', 'M6')	('M2', 'P4', 'M6')	()	major64	(202, 5)	G#	diminished
202	5	G#	('m2', 'm3', 'D4', 'D5')	('m2', 'm3', 'D4', 'D5')	()	diminished	(202, 6)	G	major64
202	6	G	('M2', 'P4', 'M6', 'm7')	('P4', 'M6')	('M2', 'P4', 'm7')	major64	(202, 7)	G	dominant7
202	7	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'M3')	dominant7	(202, 8)	C	major
202	8	C	('M3', 'P5', 'M6')	('M3', 'P5', 'M6')	()	major	(202, 9)	C	suspension
202	9	C	('M2', 'P5', 'M6', 'm7')	('M2', 'P5', 'M6', 'm7')	()	suspension	(202, 10)	C	dominant7
202	10	C	('M2', 'M3', 'P5', 'm7')	('M2', 'M3', 'P5', 'm7')	()	dominant7	(202, 11)	F	major
202	11	F	('M2', 'M3', 'P4', 'P5')	('M2', 'M3', 'P4', 'P5')	()	major	(202, 12)	F	M3
202	12	F	('M2', 'M3', 'P4')	('M2', 'M3')	('P4',)	M3	(202, 13)	G	dominant7
202	13	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2',)	dominant7	(202, 14)	G	major64
202	14	G	('M2', 'P4', 'M6')	('M2', 'P4', 'M6')	('M2',)	major64	(202, 15)	G	dominant7
202	15	G	('M2', 'M3', 'P5', 'm7', 'M7')	('M2', 'M3', 'P5', 'm7', 'M7')	('M3',)	dominant7	(202, 16)	C	major
202	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
203	1	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(203, 2)	C	suspension
203	2	C	('M2', 'P4', 'P5')	('M2', 'P4', 'P5')	('P5',)	suspension	(203, 3)	C	major
203	3	C	('M3', 'P5', 'M7')	('M3', 'P5')	('M3', 'P5', 'M7')	major	(203, 4)	G	dominant7
203	4	G	('M2', 'M3', 'P4', 'P5', 'm7')	('M3', 'P5')	('M2', 'P4', 'm7')	dominant7	(203, 5)	C	major
203	5	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(203, 6)	C	suspension
203	6	C	('M2', 'P4', 'P5')	('M2', 'P4', 'P5')	('P5',)	suspension	(203, 7)	G	dominant7
203	7	G	('M3', 'P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('M3', 'M6')	dominant7	(203, 8)	C	major
203	8	C	('M3', 'P5')	('M3', 'P5')	()	major	(203, 9)	G	dominant7
203	9	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(203, 10)	G	dominant7
203	10	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(203, 11)	C	major
203	11	C	('M3', 'P5', 'M7')	('M3', 'P5')	('M3', 'P5', 'M7')	major	(203, 12)	C	dominant2
203	12	C	('M2', 'M3', 'A4', 'P5', 'M6', 'M7')	('M2', 'M3', 'P5', 'M7')	('A4', 'M6')	dominant2	(203, 13)	G	dominant7
203	13	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(203, 14)	G	dominant7
203	14	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	()	dominant7	(203, 15)	G	dominant7
203	15	G	('M3', 'P4', 'P5', 'M6', 'm7')	('P4', 'P5', 'M6', 'm7')	('M3', 'M6')	dominant7	(203, 16)	C	major
203	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
204	1	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(204, 2)	C	major
204	2	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(204, 3)	G	dominant7
204	3	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(204, 4)	C	major
204	4	C	('M3', 'P4', 'P5')	('M3', 'P5')	('M3', 'P4', 'P5')	major	(204, 5)	C	major
204	5	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(204, 6)	C	major
204	6	C	('M3', 'P5', 'M6')	('M3', 'P5')	('M3', 'M6')	major	(204, 7)	G	dominant7
204	7	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(204, 8)	C	major
204	8	C	('M3', 'P5')	('M3', 'P5')	('P5',)	major	(204, 9)	G	dominant7
204	9	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(204, 10)	C	major
204	10	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(204, 11)	G	dominant7
204	11	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'P5')	dominant7	(204, 12)	C	major
204	12	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(204, 13)	G	dominant7
204	13	G	('M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M3', 'P5')	dominant7	(204, 14)	C	major
204	14	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(204, 15)	G	dominant7
204	15	G	('M2', 'M3', 'P5', 'm7')	('M3', 'P5', 'm7')	('M2', 'P5')	dominant7	(204, 16)	C	major
204	16	C	('M3', 'P5')	('M3', 'P5')	()	major			
205	1	C	('M3', 'P5')	('M3', 'P5')	('M3', 'P5')	major	(205, 2)	F	major
205	2	F	('M3', 'P5', 'M6', 'M7')	('M3', 'M6')	('P5', 'M7')	major	(205, 3)	G	dominant7
