id	D	op	no	dance	timesig	modulation	length		mm to db	mm in p.1			opening 	closing																																																								
102	146	post.127	3	main waltz	3 quarters	major	24		8	4		a	I	V7					4	a'	V7	PAC				GPP	16	8	4	a'	VI	V/VI?		a''	VI	V						modified fonte	8		repeat of large-phr.1		I	V7						V7	PAC	ternary														
103	146	post.127	3	trio	3 quarters	major	26/34 S1 endings		16 2end	8	4	a	I	II	4	a'	V	IAC3/5	4	a	I	II	4	V	PAC	sec.period [endings]	26 2 endings	10	4	a''	V	V/VI	6		VI	V/VI to V7							8 2 endings		csq. Of large-ph.1	4	I	II	4	V	PAC; 1.+link	4	a	I	II	ternary														
104	146	post.127	3	alternative_trio	3 quarters	major	24		8	4		a	I	I no motion					4	a'	I	V:PAC				sec. mod. Period?	16	8	4	b	V7	V7 no motion	4	b'	V7	V7 no motion						ponte	8		csq. Of large-ph.1	4	I	I no motion					4	I	PAC	ternary		passing aug. phr.1 shifted back phr.2												
105	146	post.127	4	main waltz	3 quarters	major	40		16	8	4	a	I	I no motion	4	cont.	IIb6/4/2	IAC3 b3	4	a	I	I no motion	4	V4-3 of III	III:PAC	sec. mod. Period	24	8	4	b	V7/VI	VI	4	b'	V7/V	V						ponte	16		non-mod. Response of large-ph.1	8	I	I no motion					4	I	PAC	ternary 16+8+16														
106	146	post.127	4	trio	3 quarters	major	24		8	4		a	I	pas.Iib6/4/2	4	cont.	V6/5	PAC								continuous	16	8	4	b	V to V7	IAC5	4	b'	V to V7	IAC5 						ponte not V	8		repeat of large-phr.1											ternary														
107	146	post.127	5	main waltz	3 quarters	major	44		16	8	4	a	I	IAC3	4	a	I	V:PAC	4	post-cad.	V7/V over Vpp	V:PAC	4	%%			28	12	4		V7	V7	4	8	V7	V [7 deleted]						ponte	16		csq. Of large-ph.1	4	I	IAC5	4	I	PAC	8		post-cad.		ternary 16+12 [expa.]+16														
108	146	post.127	5	trio	3 quarters	major	44		16	8	4	a	I	II b6/4 [pp	4	cont./a	V7 over Ipp	PAC	8	repeat of 1-8						GPP X2	28	12	4	a'	V/II	II	4	a''	V/IV	IV	4	V4/3 of II	V				16		repeat of large-phr.1											ternary 16+12 [expa.]+16		9-16 = 1-8 octave higher												
109	146	post.127	6	main waltz	3 quarters	major	32		16	8	4	a	I	HC	4	stat.-resp.	V	PAC	8	contin.	V	V no motion				sentence	16	8	4	a'	V	V:HC	4	a''	V:V7	V:PAC						stat.-resp.	8		transp. Of phr. 2		I	I no motion								simple binary I-V, V-I on 2 levels														
110	146	post.127	6	trio	3 quarters	major	24		8	4		a	I	I no motion					4	a'	I	V:PAC					16	8	4	a''	V	V no motion	4		V	V no motion						ponte	8		csq. Of large-ph.1	4	I	I no motion					4	I	PAC	ternary 8+8+8														
111	146	post.127	7	main waltz	3 quarters	minor	24		8	4		a	V6/5 to I	HC weak [6/5]					4	a'	V6/5 to I	III:PAC				mod.per.	16	8	4	a''+b	V7/III	6/4 cons of III	4	a''+b'	V7/III	III:PAC						marginal period [cons. 6/4]	8		analogous to large-phr.1	4	V6/5 to I	HC weak 6/5					4	V6/5 to I	PAC	ternary 8+8+8		inconsistent upbeat												
